Movie_Name,Certification,Release_Date,Genres,Language,Budget,Revenue,Runtime
The princess,,8/5/22,Action,Status,Original,-,
The Conjuring,NC-16,8/15/13,Horror,English,"$13,000,000.00 ","$319,494,638.00 ",112
Secretary Rope Discipline,,5/29/81,Drama,Status,Original,-,67
Selina's Gold,R-18,10/28/22,Drama,Tagalog,-,-,113
Dangerous Game: The Legacy Murders,R,10/21/22,Thriller,English,-,-,
A Delicious Flight,19+,11/1/15,Romance,Status,Original,-,97
The Last: Naruto the Movie,PG-13,12/6/14,Action,Japanese,"$903,852.00 ","$19,840,000.00 ",114
Dune,PG13,9/16/21,Science Fiction,English,"$165,000,000.00 ","$400,671,789.00 ",155
The Sea Beast,PG,7/8/22,Animation,English,-,-,119
Black Widow,PG13,7/8/21,Action,English,"$200,000,000.00 ","$379,751,655.00 ",134
Your Name.,PG,8/26/16,Romance,Released,Language,"$357,986,087.00 ",106
Psychosexual,,5/12/22,Thriller,Released,Language,-,93
The Lord of the Rings: The Fellowship of the Ring,PG-13,12/20/01,Adventure,English,"$93,000,000.00 ","$871,368,364.00 ",179
Day Shift,M18,8/12/22,Action,English,-,-,113
The Princess and the Frog,G,12/10/09,Romance,English,"$105,000,000.00 ","$270,997,378.00 ",98
ODDTAXI in the Woods,,4/1/22,Animation,イン・ザ・ウッズ,Released,-,128
PAW Patrol: The Movie,PG,8/26/21,Animation,English,"$26,000,000.00 ","$144,327,371.00 ",86
The Twilight Saga: Eclipse,PG-13,6/23/10,Adventure,English,"$68,000,000.00 ","$698,491,347.00 ",124
Big Hero 6,PG,11/12/14,Adventure,English,"$165,000,000.00 ","$657,827,828.00 ",102
Welcome to the Club,12,9/8/22,Animation,English,-,-,
The Matrix Resurrections,PG13,12/22/21,Science Fiction,English,"$190,000,000.00 ","$156,497,322.00 ",147
Fast & Furious Presents: Hobbs & Shaw,PG13,8/1/19,Action,English,"$200,000,000.00 ","$760,098,996.00 ",137
Iron Man 2,PG-13,5/7/10,Adventure,English,"$200,000,000.00 ","$623,933,331.00 ",124
Red Notice,NC16,11/12/21,Action,English,"$160,000,000.00 ","$178,143.00 ",118
THE FIRST SLAM DUNK,PG13,2/2/23,Animation,Japanese,-,-,124
Home Alone 2: Lost in New York,PG,11/19/92,Comedy,English,"$18,000,000.00 ","$358,994,850.00 ",
Boruto: Naruto the Movie,PG-13,8/7/15,Animation,THE,Status,"$39,500,000.00 ",95
Trick or Treat Scooby-Doo!,G,10/4/22,Adventure,English,-,-,78
Emergency Declaration,PG13,8/4/22,Action,Released,Language,"$19,200,000.00 ",140
Ted 2,M18,7/2/15,Comedy,English,"$68,000,000.00 ","$215,863,606.00 ",115
Grown Ups 2,PG-13,7/12/13,Comedy,English,"$80,000,000.00 ","$247,022,278.00 ",101
The Tomorrow War,M18,7/2/21,Action,English,"$200,000,000.00 ","$19,220,000.00 ",138
Step-Brother 2,19+,11/6/18,Romance,Released,Language,-,80
Pamela  A Love Story,M18,1/31/23,Documentary,English,-,-,113
Ghostbusters: Afterlife,PG13,11/18/21,Fantasy,English,"$75,000,000.00 ","$191,000,000.00 ",124
Ant-Man,PG-13,7/15/15,Science Fiction,English,"$130,000,000.00 ","$519,311,965.00 ",117
Coraline,PG,10/29/09,Animation,English,"$60,000,000.00 ","$124,600,000.00 ",100
The Twilight Saga: Breaking Dawn - Part 2,PG-13,11/22/12,Adventure,English,"$120,000,000.00 ","$829,747,654.00 ",115
The Princess,M18,7/1/22,Fantasy,English,-,-,94
Boyka: Undisputed IV,R,9/22/16,Action,English,-,-,87
The Lucky One,PG-13,4/19/12,Drama,English,"$25,000,000.00 ","$99,357,138.00 ",101
Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,7/9/03,Adventure,English,"$140,000,000.00 ","$655,011,224.00 ",143
Puss in Boots: The Three Diablos,G,2/24/12,Adventure,English,-,-,
The Twin,K-16,4/6/22,Horror,English,"$2,620,000.00 ","$492,000.00 ",109
The Last of Us: One Night Live,,7/28/14,Drama,English,-,-,61
The Hunger Games: Mockingjay - Part 1,PG-13,11/21/14,Science Fiction,English,"$125,000,000.00 ","$755,356,711.00 ",123
The Green Mile,R,3/16/00,Fantasy,English,"$60,000,000.00 ","$286,801,374.00 ",189
Pathaan,U/A 13+,1/25/23,Action,Released,Language,"$101,000,000.00 ",146
Twilight,PG-13,11/21/08,Fantasy,English,"$37,000,000.00 ","$393,616,788.00 ",122
The Little Mermaid,G,11/17/89,Animation,English,"$40,000,000.00 ","$211,343,479.00 ",83
American Sniper,R,1/22/15,War,English,"$58,800,000.00 ","$542,307,423.00 ",133
Illusion,12,9/9/22,Drama,Released,Language,-,89
The Addams Family 2,PG,11/11/21,Animation,English,-,"$119,815,153.00 ",93
Men,15,6/1/22,Horror,English,-,"$7,168,717.00 ",100
Naruto Shippuden the Movie,PG-13,8/4/07,Animation,-ナルト-,Status,"$10,000,000.00 ",94
Up,PG,5/28/09,Animation,English,"$175,000,000.00 ","$735,099,082.00 ",96
The Time Capsule,M,11/23/22,Drama,English,-,-,105
The Fabelmans,PG13,2/9/23,Drama,English,"$40,000,000.00 ","$28,190,555.00 ",151
The Fate of the Furious,PG-13,4/13/17,Action,English,"$250,000,000.00 ","$1,238,764,765.00 ",136
Your Boyfriend Is Mine,PG-13,3/19/22,Thriller,English,-,-,85
Dragon Ball Z: Broly – The Legendary Super Saiyan,PG,3/6/93,Animation,Status,Original,"$21,658,982.00 ",70
Spider-Man: Into the Spider-Verse,PG,12/6/18,Action,English,"$90,000,000.00 ","$375,540,831.00 ",117
John Wick,NC16,10/22/14,Action,English,"$20,000,000.00 ","$88,761,661.00 ",101
Toy Story 2,G,11/24/99,Animation,English,"$90,000,000.00 ","$497,366,869.00 ",92
Spider-Man: Homecoming,PG13,7/6/17,Action,English,"$175,000,000.00 ","$880,166,924.00 ",133
Young Sister-in-Law 5,19+,11/20/19,Romance,5,Released,-,73
Deinfluencer,,10/1/22,Horror,English,-,-,
Nope,NC16,8/18/22,Horror,English,"$68,000,000.00 ","$170,823,080.00 ",130
Last Man Down,R,10/19/21,Action,English,-,-,87
Tag-init,R-18,1/20/23,Drama,Tagalog,-,-,91
Wire Room,R,9/2/22,Action,English,-,-,97
Barbarian,M18,10/26/22,Horror,English,"$10,500,000.00 ","$44,422,431.00 ",103
World War Z,PG-13,6/21/13,Action,English,"$200,000,000.00 ","$531,865,000.00 ",116
Mortal Kombat Legends: Snow Blind,R,10/9/22,Animation,English,-,-,82
Pirates of the Caribbean: At World's End,PG-13,5/19/07,Adventure,English,"$300,000,000.00 ","$961,000,000.00 ",169
Captain America: Civil War,PG-13,5/5/16,Adventure,English,"$250,000,000.00 ","$1,153,337,496.00 ",147
Fury,NC16,10/21/14,War,English,"$68,000,000.00 ","$211,817,906.00 ",135
Blackout,16,10/12/22,Action,English,-,-,81
Frozen,PG,11/28/13,Animation,English,"$150,000,000.00 ","$1,274,219,009.00 ",102
Legion,R,1/22/10,Horror,English,"$26,000,000.00 ","$67,918,658.00 ",100
Hercules,G,6/27/97,Animation,English,"$85,000,000.00 ","$252,712,101.00 ",93
The Amazing Spider-Man,PG-13,6/29/12,Action,English,"$215,000,000.00 ","$757,930,663.00 ",136
The Addams Family,PG,10/31/19,Family,English,"$40,000,000.00 ","$203,044,905.00 ",86
Inside Out,PG,8/27/15,Animation,English,"$175,000,000.00 ","$857,611,174.00 ",95
Two Much for the Job,U,8/10/22,Comedy,Très,Classe,-,100
The Hobbit: The Battle of the Five Armies,PG-13,12/16/14,Action,English,"$250,000,000.00 ","$956,019,788.00 ",144
Transformers: Age of Extinction,PG-13,6/26/14,Science Fiction,English,"$210,000,000.00 ","$1,104,054,072.00 ",165
L.O.L. Surprise! Winter Fashion Show,,10/24/22,Animation,English,-,-,
Miraculous World: New York  United HeroeZ,U,3/26/21,Animation,:,York ,-,62
Aria the Benedizione,,12/3/21,Animation,BENEDIZIONE,Released,-,
Sex and Zen,III,11/30/91,Drama,Released,Language,"$396,003.00 ",99
Paws of Fury: The Legend of Hank,PG,7/21/22,Animation,English,"$45,000,000.00 ","$41,800,000.00 ",98
The Red Book Ritual,15,9/13/22,Horror,English,-,-,83
Office Invasion,R,8/10/22,Science Fiction,English,-,-,112
Bloodshot,PG13,3/12/20,Action,English,"$42,000,000.00 ","$39,861,118.00 ",110
Frozen II,PG,11/21/19,Family,English,"$150,000,000.00 ","$1,450,026,933.00 ",103
Más respeto que soy tu madre,,9/8/22,Comedy,Spanish;,Budget,-,99
Finding Nemo,G,6/6/03,Animation,English,"$94,000,000.00 ","$940,335,536.00 ",100
The Amazing Spider-Man 2,PG-13,5/1/14,Action,English,"$200,000,000.00 ","$708,962,323.00 ",141
The Last of Us - No Escape,,1/12/17,Action,English,-,-,
Honor Society,R,7/23/22,Comedy,English,"$20,000,000.00 ",-,97
The Help,PG-13,9/22/11,Drama,English,"$25,000,000.00 ","$216,639,112.00 ",146
Miraculous World: Shanghai – The Legend of Ladydragon,U,11/5/21,Animation,Shanghai ,légende,-,
Free Guy,PG13,8/12/21,Comedy,English,"$110,000,000.00 ","$331,096,766.00 ",115
Harry Potter 20th Anniversary: Return to Hogwarts,PG,1/1/22,Documentary,English,-,-,103
Jurassic World: Fallen Kingdom,PG-13,6/22/18,Action,English,"$170,000,000.00 ","$1,310,466,296.00 ",129
The Adam Project,PG13,3/11/22,Adventure,English,"$116,000,000.00 ",-,106
The Conjuring 2,R,6/9/16,Horror,English,"$40,000,000.00 ","$320,392,818.00 ",134
Inception,PG,7/15/10,Action,English,"$160,000,000.00 ","$825,532,764.00 ",148
Tinker Bell and the Pirate Fairy,G,4/1/14,Animation,English,-,"$20,300,000.00 ",78
The King's Man,NC16,12/30/21,Action,English,"$100,000,000.00 ","$125,928,656.00 ",131
Black Site,MA 15+,11/23/22,Action,English,-,-,99
Looks Can Kill,,2/1/22,Thriller,English,-,-,104
Mulan,G,6/19/98,Animation,English,"$90,000,000.00 ","$304,320,254.00 ",88
Purple Hearts,NC16,7/29/22,Romance,English,-,-,122
Bones and All,R21,11/24/22,Drama,Italian,"$18,000,000.00 ","$14,134,907.00 ",131
Old,PG13,8/12/21,Thriller,English,"$18,000,000.00 ","$90,112,510.00 ",108
The Twilight Saga: Breaking Dawn - Part 1,PG-13,11/17/11,Adventure,English,"$110,000,000.00 ","$712,171,856.00 ",117
The Locksmith,,2/3/23,Drama,English,-,-,91
Ant-Man and the Wasp,PG-13,7/6/18,Action,English,"$140,000,000.00 ","$622,674,139.00 ",119
Spider-Man,PG-13,5/3/02,Fantasy,English,"$139,000,000.00 ","$821,708,551.00 ",121
Operation Fortune: Ruse de Guerre,PG13,1/19/23,Action,English,-,-,114
Furious 7,PG-13,4/3/15,Action,English,"$190,000,000.00 ","$1,515,047,671.00 ",137
Zootopia,PG,3/3/16,Animation,English,"$150,000,000.00 ","$1,023,784,195.00 ",109
Countdown,PG13,10/31/19,Horror,English,"$6,500,000.00 ","$48,021,766.00 ",90
Wonder Woman 1984,PG,12/17/20,Action,English,"$200,000,000.00 ","$165,160,005.00 ",151
One Week Friends,,6/18/22,Drama,Released,Language,-,106
Alienoid,12,7/20/22,Science Fiction,Status,Original,-,143
Doctor Strange,PG-13,11/4/16,Action,English,"$165,000,000.00 ","$677,796,076.00 ",115
Kama Sutra: A Tale of Love,16,5/8/97,Drama,English,"$3,000,000.00 ","$4,109,095.00 ",117
xXx: Return of Xander Cage,PG-13,1/20/17,Action,English,"$85,000,000.00 ","$346,147,658.00 ",107
The Contractor,NC16,3/10/22,Action,English,-,"$2,122,288.00 ",103
San Andreas,M,5/28/15,Action,English,"$110,000,000.00 ","$473,990,832.00 ",114
My Girlfriend's Mother 2,19+,8/30/18,Romance,Status,Original,-,74
Ambulance,NC16,3/17/22,Action,English,"$40,000,000.00 ","$51,783,040.00 ",136
Spider-Man: Far from Home,PG,7/2/19,Action,English,"$160,000,000.00 ","$1,131,927,996.00 ",129
Trial by Fire,R,5/17/19,Drama,English,-,"$130,000.00 ",127
Through My Window,M18,2/4/22,Drama,de,ventana,-,112
Cinderella,G,2/22/50,Family,English,"$2,900,000.00 ","$263,591,415.00 ",74
Grown Ups,PG-13,6/24/10,Comedy,English,"$80,000,000.00 ","$271,430,189.00 ",102
Thor: Ragnarok,PG-13,11/3/17,Action,English,"$180,000,000.00 ","$853,977,126.00 ",131
2012,PG-13,10/10/09,Action,English,"$200,000,000.00 ","$791,217,826.00 ",158
Wrong Turn 3: Left for Dead,NR,10/20/09,Horror,English,"$3,000,000.00 ",-,91
Don't Worry Darling,M18,9/22/22,Thriller,English,"$35,000,000.00 ","$86,669,039.00 ",123
Just Love and a Thousand Songs,PG,12/8/22,Music,y,canciones,-,
Raya and the Last Dragon,PG,3/5/21,Animation,English,"$100,000,000.00 ","$130,000,000.00 ",107
Young Mother,19+,7/31/13,Comedy,Status,Original,-,83
Charlie and the Chocolate Factory,PG,8/4/05,Adventure,English,"$150,000,000.00 ","$474,968,763.00 ",115
Transformers: The Last Knight,PG-13,6/21/17,Action,English,"$217,000,000.00 ","$605,425,157.00 ",154
Don't Come Back Alive,,9/29/22,Thriller,Status,Original,-,85
The Lion King,PG,7/18/19,Adventure,English,"$260,000,000.00 ","$1,667,635,327.00 ",118
The Stranger,NC16,10/19/22,Crime,English,-,-,117
Mang Kanor,R-18,1/28/23,Drama,Tagalog,-,-,91
Dragon Ball Z: Wrath of the Dragon,PG,7/15/95,Animation,Status,Original,"$24,000,000.00 ",
Jungle Cruise,PG13,7/29/21,Action,English,"$200,000,000.00 ","$220,889,446.00 ",127
Three Steps Above Heaven,12,12/3/10,Romance,sobre,cielo,-,122
On the Fringe,,10/19/22,Drama,márgenes,Released,-,103
Triangle of Sadness,NC16,10/20/22,Comedy,English,"$15,600,000.00 ","$15,100,000.00 ",147
Monster High: The Movie,G,10/6/22,Family,English,-,-,91
Lady Chatterley's Lover,R21,12/2/22,Romance,English,-,-,126
Sniper: Rogue Mission,R,8/16/22,Action,English,-,-,96
The Chalk Line,NC16,10/24/22,Horror,Released,Language,-,106
A Trip to Infinity,PG,9/26/22,Documentary,English,-,-,79
Joker,NC16,10/3/19,Crime,English,"$55,000,000.00 ","$1,074,251,311.00 ",122
Howl's Moving Castle,PG,11/19/04,Fantasy,Released,Language,"$236,049,757.00 ",119
Space Jam: A New Legacy,PG,7/15/21,Family,English,"$161,900,000.00 ","$162,892,228.00 ",115
Elvis,M,6/23/22,Music,English,"$85,000,000.00 ","$286,000,000.00 ",159
Megan,,3/14/20,Thriller,English,-,-,89
The Witch: Part 2. The Other One,15,6/15/22,Action,Status,Original,"$23,000,000.00 ",137
Terminator Genisys,PG-13,6/24/15,Science Fiction,English,"$155,000,000.00 ","$440,603,537.00 ",126
The Last Warrior: Root of Evil,6+,1/1/21,Fantasy,Корень,Status,"$27,658,331.00 ",
Jurassic World,PG-13,6/10/15,Action,English,"$150,000,000.00 ","$1,671,713,208.00 ",124
The Day of Swapping,19+,7/10/17,Romance,날,Released,-,81
The Parent Trap,PG,7/29/98,Comedy,English,"$15,000,000.00 ","$92,108,518.00 ",128
Thor,PG-13,4/28/11,Adventure,English,"$150,000,000.00 ","$449,326,618.00 ",115
My Hero Academia: Heroes Rising,PG13,7/13/20,Animation,MOVIE,Status,"$29,900,850.00 ",104
The Simpsons in Plusaversary,PG,11/12/21,Animation,English,-,-,
In from the Side,15,9/16/22,Drama,English,-,-,134
Pirates of the Caribbean: Dead Man's Chest,PG,7/13/06,Adventure,English,"$200,000,000.00 ","$1,065,659,812.00 ",151
Spirited Away,G,12/20/01,Animation,Released,Language,"$274,925,095.00 ",125
Dog Gone,PG,1/13/23,Family,English,-,-,95
The Hunchback of Notre Dame,G,6/21/96,Drama,English,"$100,000,000.00 ","$325,338,851.00 ",91
Forrest Gump,PG-13,11/30/18,Comedy,English,"$55,000,000.00 ","$677,387,716.00 ",142
Girl in the Basement,PG-13,2/27/21,Crime,English,-,-,88
Aftersun,M18,1/12/23,Drama,English,-,"$3,700,000.00 ",102
The Rape,,5/15/82,Drama,Released,Language,-,100
Little Dixie,R,2/3/23,Thriller,English,-,-,105
Real Steel,PG-13,10/6/11,Action,English,"$110,000,000.00 ","$299,268,508.00 ",127
Taken 3,PG-13,1/7/15,Thriller,English,"$48,000,000.00 ","$325,771,424.00 ",109
Carter,R21,8/5/22,Action,Released,Language,-,132
Superfast!,PG-13,4/2/15,Comedy,English,"$20,000,000.00 ",-,99
Groot's First Steps,PG,8/10/22,Animation,English,-,-,
Godzilla,PG-13,5/16/14,Action,English,"$160,000,000.00 ","$529,076,069.00 ",123
The SpongeBob Movie: Sponge on the Run,PG,11/5/20,Family,English,"$60,000,000.00 ","$4,700,000.00 ",95
Terrifier,,8/9/11,Horror,English,-,-,
Mean Girls,PG-13,4/30/04,Comedy,English,"$17,000,000.00 ","$130,126,277.00 ",97
The Remaining,PG-13,9/5/14,Thriller,English,-,"$1,169,603.00 ",88
Scream VI,R,3/9/23,Horror,Language,Budget,-,123
Venom,PG13,10/4/18,Science Fiction,English,"$116,000,000.00 ","$855,013,954.00 ",112
The Requin,R,1/28/22,Thriller,English,"$8,500,000.00 ","$130,493.00 ",89
Percy Jackson & the Olympians: The Lightning Thief,PG,2/12/10,Adventure,English,"$95,000,000.00 ","$226,497,209.00 ",118
Undisputed III: Redemption,R,5/22/10,Action,English,"$3,000,000.00 ",-,96
Mia and Me: The Hero of Centopia,PG,10/27/22,Animation,English,-,-,82
Beauty and the Beast,G,11/22/91,Romance,English,"$25,000,000.00 ","$424,967,620.00 ",84
The Lord of the Rings: The Return of the King,PG-13,12/18/03,Adventure,English,"$94,000,000.00 ","$1,118,888,979.00 ",201
The Unholy,NC16,4/15/21,Horror,English,"$10,000,000.00 ","$30,833,138.00 ",99
Marvel Studios Assembled: The Making of Black Panther: Wakanda Forever,PG,2/8/23,Documentary,English,-,-,
Roald Dahl's The Witches,PG,10/22/20,Adventure,English,-,"$26,900,000.00 ",106
Spider-Man 3,PG-13,5/3/07,Fantasy,English,"$258,000,000.00 ","$890,871,626.00 ",139
The Lion King II: Simba's Pride,G,10/27/98,Family,English,-,-,81
Ready Player One,PG-13,3/29/18,Science Fiction,English,"$175,000,000.00 ","$582,890,172.00 ",140
Star Wars,PG,5/29/97,Adventure,English,"$11,000,000.00 ","$775,398,007.00 ",121
So Cold the River,R,3/25/22,Horror,English,-,-,93
Teenage Mutant Ninja Turtles,PG,8/7/14,Science Fiction,English,"$125,000,000.00 ","$485,004,754.00 ",101
The Long Dark Trail,16,6/19/21,Horror,English,-,-,78
Barbie: Mermaid Power,PG,9/1/22,Animation,English,-,-,64
The Hangover,R,6/5/09,Comedy,English,"$35,000,000.00 ","$469,310,836.00 ",100
Chip 'n Dale: Rescue Rangers,PG,5/20/22,Animation,English,-,-,99
Knives Out,NC16 (uncut) PG13 (edited),11/27/19,Comedy,English,"$40,000,000.00 ","$309,232,797.00 ",131
Iron Man,PG-13,4/30/08,Action,English,"$140,000,000.00 ","$585,174,222.00 ",126
Virus:32,,4/21/22,Horror,Status,Original,-,90
Nice Sister-In-Law 2,19+,10/8/17,Romance,Status,Original,-,72
Addams Family Values,PG-13,11/19/93,Comedy,English,"$47,000,000.00 ","$48,919,043.00 ",94
Ice Age: Dawn of the Dinosaurs,PG,7/1/09,Animation,English,"$90,000,000.00 ","$886,686,817.00 ",94
Fantastic Beasts and Where to Find Them,12A,11/18/16,Action,English,"$180,000,000.00 ","$809,342,332.00 ",132
Dragon Ball Z: Battle of Gods,PG-13,3/30/13,Animation,Status,Original,"$50,461,371.00 ",85
The Shack,PG-13,3/3/17,Drama,English,"$20,000,000.00 ","$92,924,405.00 ",132
Blacklight,PG13,2/24/22,Action,English,"$43,000,000.00 ","$15,400,000.00 ",104
My Father's Dragon,PG,11/11/22,Animation,English,-,-,104
A Night at the Kindergarten,R21,12/28/22,Comedy,przedszkolu,Released,-,97
Scary Movie,R,7/13/00,Comedy,English,"$19,000,000.00 ","$278,019,771.00 ",88
The Nun,R,9/7/18,Horror,English,"$22,000,000.00 ","$365,550,119.00 ",96
Soul,PG,12/25/20,Animation,English,"$150,000,000.00 ","$136,384,442.00 ",101
The Grandmother,12,4/6/22,Drama,Status,Original,"$1,817,696.00 ",101
Tinker Bell,G,10/27/08,Animation,English,"$48,000,000.00 ",-,78
Alice  Darling,PG,2/3/23,Drama,English,-,-,90
...Watch Out  We're Mad,PG13,8/24/22,Comedy,arrabbiamo!,Released,-,90
Inexorable,12,4/6/22,Thriller,French,-,-,98
The Truman Show,PG,10/1/98,Comedy,English,"$60,000,000.00 ","$264,118,201.00 ",103
The Dark Knight,PG,7/17/08,Drama,English,"$185,000,000.00 ","$1,004,558,444.00 ",152
The Evil Dead,NC-17,10/15/81,Horror,English,"$350,000.00 ","$29,400,000.00 ",85
Kung Fu Panda,PG,6/6/08,Action,English,"$130,000,000.00 ","$631,744,560.00 ",90
The Wandering Earth II,PG13,1/22/23,Science Fiction,Released,Language,-,173
Werewolf by Night,NC16,10/7/22,Action,English,-,-,
Bullet Proof,R,8/19/22,Action,English,-,-,81
It Chapter Two,M18,9/5/19,Horror,English,"$79,000,000.00 ","$473,122,525.00 ",169
Sinner: The Secret Diary of a Nymphomaniac,U,6/21/73,Drama,intime,nymphomane,-,87
Groot Takes a Bath,PG,8/10/22,Animation,English,-,-,
Cinderella,PG,3/13/15,Romance,English,"$95,000,000.00 ","$543,514,353.00 ",105
Train to Busan,NC16,8/4/16,Horror,Released,Language,"$87,547,518.00 ",118
My Hero Academia: Two Heroes,G,8/3/18,Animation,MOVIE,Status,"$31,478,826.00 ",96
Toy Story 4,PG,6/20/19,Family,English,"$175,000,000.00 ","$1,073,394,593.00 ",100
7 Women and a Murder,M18,12/28/22,Mystery,e,mistero,-,84
Golden Escape,,8/5/22,Drama,Released,Language,-,
The Nightmare Before Christmas,PG,10/29/93,Fantasy,English,"$24,000,000.00 ","$75,634,409.00 ",76
Creed III,PG-13,3/2/23,Drama,Language,Budget,-,116
Terminator 2: Judgment Day,R,7/3/91,Action,English,"$102,000,000.00 ","$520,000,000.00 ",137
TÁR,M18,1/26/23,Drama,English,"$35,000,000.00 ","$5,250,783.00 ",158
Wendell & Wild,PG13,10/28/22,Animation,English,-,-,107
Hunting Ava Bravo,,4/1/22,Thriller,English,-,-,90
The Roundup,NC16,5/26/22,Action,Status,Original,"$100,130,688.00 ",106
Dragon Ball Z: Broly – Second Coming,NR,3/12/94,Animation,Status,Original,"$24,200,000.00 ",
Fight Club,M18,11/4/99,Drama,English,"$63,000,000.00 ","$100,853,753.00 ",139
Magic Mike's Last Dance,NC16,2/9/23,Romance,English,-,-,112
Barbie Epic Road Trip,G,10/25/22,Comedy,English,-,-,
Brothers,R,1/21/10,Drama,English,"$26,000,000.00 ","$43,318,349.00 ",105
American Wedding,R,10/9/03,Comedy,English,"$55,000,000.00 ","$231,449,203.00 ",103
The Man from Toronto,PG13,6/24/22,Action,English,"$75,000,000.00 ",-,113
